BoxOffice,DVD,Production,Website,actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,type,writer,year
$144.8M,27-Aug-13,Warner Bros. Pictures,http://thegreatgatsby.warnerbros.com/,"Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley",Won 2 Oscars. Another 43 wins & 63 nominations.,"Australia, USA",Baz Luhrmann,"Drama, Romance",tt1343092,7.3,"309,540",English,55,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",http://ia.media-imdb.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg,PG-13,10-May-13,143 min,The Great Gatsby,While certainly ambitious -- and every bit as visually dazzling as one might expect -- Baz Luhrmann's The Great Gatsby emphasizes visual splendor at the expense of its source material's vibrant heart.,124,rotten,48,5.8,257,133,68,3.7,206461,movie,"Baz Luhrmann (screenplay), Craig Pearce (screenplay), F. Scott Fitzgerald (based on the novel by)",2013
$258.4M,8-Apr-14,Warner Bros.,http://www.thehobbit.com/index.html,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Nominated for 3 Oscars. Another 15 wins & 74 nominations.,"USA, New Zealand",Peter Jackson,"Adventure, Fantasy",tt1170358,8,"407,097",English,66,"After successfully crossing over (and under) the Misty Mountains, Thorin and Company must seek aid from a powerful stranger before taking on the dangers of Mirkwood Forest--without their Wizard. If they reach the human settlement of Lake-town it will be time for the hobbit Bilbo Baggins to fulfill his contract with the dwarves. The party must complete the journey to Lonely Mountain and burglar Baggins must seek out the Secret Door that will give them access to the hoard of the dragon Smaug. And, where has Gandalf got off to? And what is his secret business to the south?",http://ia.media-imdb.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_SX300.jpg,PG-13,13-Dec-13,161 min,The Hobbit: The Desolation of Smaug,"While still slightly hamstrung by 'middle chapter' narrative problems and its formidable length, The Desolation of Smaug represents a more confident, exciting second chapter for the Hobbit series.",160,certified,74,6.8,216,56,86,4.1,257341,movie,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",2013
$408.0M,18-Aug-12,Lionsgate,http://thehungergamesmovie.com,"Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields",Nominated for 1 Golden Globe. Another 32 wins & 40 nominations.,USA,Gary Ross,"Adventure, Sci-Fi",tt1392170,7.3,"609,997",English,67,"In a dystopian future, the totalitarian nation of Panem is divided into 12 districts and the Capitol. Each year two young representatives from each district are selected by lottery to participate in The Hunger Games. Part entertainment, part brutal retribution for a past rebellion, the televised games are broadcast throughout Panem. The 24 participants are forced to eliminate their competitors while the citizens of Panem are required to watch. When 16-year-old Katniss' young sister, Prim, is selected as District 12's female representative, Katniss volunteers to take her place. She and her male counterpart, Peeta, are pitted against bigger, stronger representatives, some of whom have trained for this their whole lives.",http://ia.media-imdb.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX300.jpg,PG-13,23-Mar-12,142 min,The Hunger Games,"Thrilling and superbly acted, The Hunger Games captures the dramatic violence, raw emotion, and ambitious scope of its source novel.",232,certified,84,7.2,276,44,81,4.1,896744,movie,"Gary Ross (screenplay), Suzanne Collins (screenplay), Billy Ray (screenplay), Suzanne Collins (novel)",2012
$424.6M,7-Mar-14,Lionsgate Films,http://www.thehungergamesexplorer.com/us/,"Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair",Nominated for 1 Golden Globe. Another 24 wins & 52 nominations.,USA,Francis Lawrence,"Adventure, Sci-Fi",tt1951264,7.7,"417,269",English,75,"Six months after winning the 74th Hunger Games, Katniss Everdeen and her partner Peeta Mellark must go on what is known as the Victor's Tour, wherein they visit all the districts, but before leaving, Katniss is visited by President Snow who fears that Katniss defied him a year ago during the games when she chose to die with Peeta. With both Katniss and Peeta declared the winners, it is fueling a possible uprising. He tells Katniss that while on tour she better try to make sure that she puts out the flames or else everyone she cares about will be in danger.",http://ia.media-imdb.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX300.jpg,PG-13,22-Nov-13,146 min,The Hunger Games: Catching Fire,"Smart, smoothly directed, and enriched with a deeper exploration of the franchise's thought-provoking themes, Catching Fire proves a thoroughly compelling second installment in the Hunger Games series.",220,certified,89,7.5,247,27,90,4.3,418928,movie,"Simon Beaufoy (screenplay), Michael Arndt (screenplay), Suzanne Collins (novel)",2013
$91.1M,31-Mar-15,The Weinstein Company,http://theimitationgamemovie.com/,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear",Won 1 Oscar. Another 51 wins & 118 nominations.,"UK, USA",Morten Tyldum,"Biography, Drama, Thriller",tt2084970,8.1,"254,249","English, German",73,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",http://ia.media-imdb.com/images/M/MV5BNDkwNTEyMzkzNl5BMl5BanBnXkFtZTgwNTAwNzk3MjE@._V1_SX300.jpg,PG-13,25-Dec-14,114 min,The Imitation Game,"With an outstanding starring performance from Benedict Cumberbatch illuminating its fact-based story, The Imitation Game serves as an eminently well-made entry in the 'prestige biopic' genre.",203,certified,89,7.7,228,25,92,4.3,93065,movie,"Graham Moore, Andrew Hodges (book)",2014
$47.1M,27-Jan-15,Warner Bros. Pictures,http://thejudgemovie.com,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",Nominated for 1 Oscar. Another 4 wins & 6 nominations.,USA,David Dobkin,Drama,tt1872194,7.5,"93,969",English,48,"Hank Palmer is a successful defense attorney in Chicago, who is getting a divorce. When His brother calls with the news that their mother has died, Hank returns to his childhood home to attend the funeral. Despite the brittle bond between Hank and the Judge, Hank must come to his father's aid and defend him in court. Here, Hank discovers the truth behind the case, which binds together the dysfunctional family and reveals the struggles and secrecy of the family.",http://ia.media-imdb.com/images/M/MV5BMTcyNzIxOTIwMV5BMl5BanBnXkFtZTgwMzE0NjQwMjE@._V1_SX300.jpg,R,10-Oct-14,141 min,The Judge,"Solidly cast and beautifully filmed but thoroughly cliched, The Judge seems destined to preside over a large jurisdiction of the basic cable afternoon-viewing circuit.",84,rotten,47,5.6,178,94,73,3.8,45130,movie,"Nick Schenk (screenplay), Bill Dubuque (screenplay), David Dobkin (story), Nick Schenk (story)",2014
$23.8k,4-Mar-14,Magnolia Pictures,http://www.magnetreleasing.com/thelastdaysonmars,"Liev Schreiber, Elias Koteas, Romola Garai, Olivia Williams",3 nominations.,"UK, Ireland",Ruairi Robinson,"Horror, Sci-Fi, Thriller",tt1709143,5.5,"24,289",English,46,"On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery - fossilized evidence of bacterial life. Unwilling to let the relief crew claims all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice and near certain death. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.",http://ia.media-imdb.com/images/M/MV5BMTk4ODgxMDU0M15BMl5BanBnXkFtZTgwOTg0NzcyMDE@._V1_SX300.jpg,R,19-Sep-13,98 min,The Last Days on Mars,"Neither intelligent enough to work as thought-provoking sci-fi nor trashy enough to provide B-movie thrills, The Last Days on Mars proves as cinematically barren as the titular planet.",11,rotten,20,4.8,55,44,25,2.6,9901,movie,"Sydney J. Bounds (short story), Clive Dawson (screenplay)",2013
$42.7M,12-Aug-03,Walt Disney Pictures,http://disney.go.com/disneypictures/lizzie/index.html?CMP=IL16072,"Hilary Duff, Adam Lamberg, Hallie Todd, Robert Carradine",2 wins & 3 nominations.,USA,Jim Fall,"Adventure, Comedy, Family",tt0306841,5.3,"23,456","English, Italian",56,"Teen queen Lizzie McGuire grows up a bit and hits the big screen in this comedy drama, based on the popular Disney Network series. Lizzie McGuire and her best friends Kate, Gordo, and Ethan have just graduated from middle school, and to celebrate, they're taking part in a class trip to Rome, Italy. Eager to celebrate their new maturity as high school students, Lizzie and her pals hope to live it up in one of Europe's most fabled cities, but fate has something more spectacular in store for Lizzie. Lizzie discovers that she bears a striking resemblance to Isabella, an Italian teen-pop idol famous for her duets with heart-throb Paolo -- so much so that when Paolo and Isabella have a falling out, he asks Lizzie to take Isabella's place for an upcoming concert. Lizzie, however, isn't sure she feels comfortable stepping into the spotlight, and is even less sure about the way she feels about Paolo, who makes no secret of his infatuation with her. Things don't get any simpler for Lizzie when her family gets wind of her newfound fame, and catch the next flight to Italy.",http://ia.media-imdb.com/images/M/MV5BMTMzNDg1NDc0NF5BMl5BanBnXkFtZTYwOTY2OTU3._V1_SX300.jpg,PG,2-May-03,94 min,The Lizzie McGuire Movie,Harmless piece of fluff that ought to satisfy fans of the TV show.,39,rotten,40,5.4,97,58,49,2.7,392935,movie,"Susan Estelle Jansen, Ed Decter, John J. Strauss, Terri Minsky (characters)",2003
N/A,21-Sep-99,Warner Bros. Pictures,http://www.whatisthematrix.com,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving",Won 4 Oscars. Another 34 wins & 39 nominations.,"USA, Australia","Andy Wachowski, Lana Wachowski","Action, Sci-Fi",tt0133093,8.7,"1,023,621",English,73,"Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a hacker known as Neo. Neo has always questioned his reality, but the truth is far beyond his imagination. Neo finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker branded a terrorist by the government. Morpheus awakens Neo to the real world, a ravaged wasteland where most of humanity have been captured by a race of machines that live off of the humans' body heat and electrochemical energy and who imprison their minds within an artificial reality known as the Matrix. As a rebel against the machines, Neo must return to the Matrix and confront the agents: super-powerful computer programs devoted to snuffing out Neo and the entire human rebellion.",http://ia.media-imdb.com/images/M/MV5BMTkxNDYxOTA4M15BMl5BanBnXkFtZTgwNTk0NzQxMTE@._V1_SX300.jpg,R,31-Mar-99,136 min,The Matrix,"Thanks to the Wachowskis' imaginative vision, The Matrix is a smartly crafted combination of spectacular action and groundbreaking special effects.",121,certified,87,7.6,139,18,85,3.6,33317892,movie,"Andy Wachowski, Lana Wachowski",1999
$102.4M,16-Dec-14,20th Century Fox,http://themazerunnermovie.com/,"Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper",3 wins & 5 nominations.,USA,Wes Ball,"Action, Mystery, Sci-Fi",tt1790864,6.9,"205,234",English,56,"Thomas wakes up in an elevator, remembering nothing but his own name. He emerges into a world of about 60 teen boys who have learned to survive in a completely enclosed environment, subsisting on their own agriculture and supplies. A new boy arrives every 30 days. The original group has been in &quot;The Glade&quot; for three years, trying to find a way to escape through the Maze that surrounds their living space. They have begun to give up hope. Then a comatose girl arrives with a strange note, and their world begins to change. There are some great, fast-paced action scenes, particularly those involving the nightmarish Grievers who plague the boys.",http://ia.media-imdb.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_SX300.jpg,PG-13,19-Sep-14,113 min,The Maze Runner,"With strong acting, a solid premise, and a refreshingly dark approach to its dystopian setting, The Maze Runner stands out from the crowded field of YA sci-fi adventures.",92,fresh,63,5.9,145,53,69,3.7,87871,movie,"Noah Oppenheim (screenplay), Grant Pierce Myers (screenplay), T.S. Nowlin (screenplay), James Dashner (novel)",2014
N/A,26-Aug-14,HBO Films,http://www.thenormalheart.hbo.com/,"Mark Ruffalo, Jonathan Groff, Frank De Julio, William DeMeritt",Won 1 Golden Globe. Another 20 wins & 48 nominations.,USA,Ryan Murphy,Drama,tt1684226,8,"19,492",English,N/A,"The story of the onset of the HIV-AIDS crisis in New York City in the early 1980s, taking an unflinching look at the nation's sexual politics as gay activists and their allies in the medical community fight to expose the truth about the burgeoning epidemic to a city and nation in denial.",http://ia.media-imdb.com/images/M/MV5BMTcyODYyOTk3M15BMl5BanBnXkFtZTgwNDkwNjc3MTE@._V1_SX300.jpg,TV-MA,25-May-14,132 min,The Normal Heart,"Thanks to Emmy-worthy performances from a reputable cast, The Normal Heart is not only a powerful, heartbreaking drama, but also a vital document of events leading up to and through the early AIDS crisis.",45,certified,94,7.7,48,3,87,4.2,5698,movie,"Larry Kramer (screenplay), Larry Kramer (play)",2014
N/A,16-Mar-99,Walt Disney Productions,N/A,"Lindsay Lohan, Dennis Quaid, Natasha Richardson, Elaine Hendrix",2 wins & 7 nominations.,USA,Nancy Meyers,"Adventure, Comedy, Drama",tt0120783,6.4,"72,442","English, French",64,"Hallie Parker and Annie James. They look exactly alike and are sisters. It would be awesome for you to be a twin, but what is it like being a twin without even knowing it? That's what it's like for these girls. Hallie is a cool, laid-back gal from California. Annie James is a proper rose from London. Annie has never met her father, and Hallie has never met her mother. When they get thrown into the Isolation Cabin, they uncover the mystery behind the ripped picture. They realize that they are twin sisters seperated at birth by their divorced parents, and they decide to switch places to meet the parent that they've never met. They also decide to get them back together. But then something awful happens that will wreck everything: their father is engaged to a beautiful, selfish witch who's only after their dad's money.",http://ia.media-imdb.com/images/M/MV5BMTgwOTY0NTA3NV5BMl5BanBnXkFtZTcwMTQ2ODgyMQ@@._V1_SX300.jpg,PG,29-Jul-98,127 min,The Parent Trap,"Writer-director Nancy Meyers takes the winning formula of the 1961 original and gives it an amiable modern spin, while young star Lindsay Lohan shines in her breakout role.",43,certified,86,6.8,50,7,69,3.1,529294,movie,"Erich Kastner (book), David Swift (screenplay), Nancy Meyers (screenplay), Charles Shyer (screenplay)",1998
